Packet_Count,Duration_sec,Num_Distinct_Dst_Ports,Mean_TTL,StdDev_TTL,Initial_TTL,Protocol_Diversity,Label,SYN_Ratio,ACK_Ratio,FIN_Ratio,RST_Ratio,PSH_Ratio,URG_Ratio,NULL_Ratio,SynAck_Ratio,UDP_Packet_Count,UDP_Payload_Avg,Protocol_1,Protocol_2,Protocol_6,Protocol_17
412,1.111043,200,55.65291262135922,9.341338143582712,43,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,43.758620689655174,0,0,0,1
2,0.921612,1,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,0,0,0,1
9,8.089709,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,74.0,0,0,0,1
3,1.433592,1,128.0,0.0,128,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,0,0,0,1
2,0.188151,1,55.0,0.0,55,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.111561,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3,5.322490,1,64.0,0.0,64,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0,0,0,1
2,5.322372,2,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,121.0,0,0,0,1
2,0.010503,1,58.0,0.0,58,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000125,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.015957,1,58.0,0.0,58,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000126,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
412,1.114273,200,55.58252427184466,9.328445142341927,51,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,43.758620689655174,0,0,0,1
2,0.013208,1,58.0,0.0,58,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000128,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.013429,1,58.0,0.0,58,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000135,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
9,8.089699,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,74.0,0,0,0,1
3,4.714535,1,64.0,0.0,64,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0,0,0,1
2,4.714453,2,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,121.0,0,0,0,1
1,0.001,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1,0.001,1,50.0,0.0,50,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
400,1.103644,201,56.0325,9.25183461536143,51,1,1,0.0,0.4975,0.5025,0.4975,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
400,1.112157,201,55.9525,9.402938038187852,54,1,1,0.0,0.4975,0.5025,0.4975,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
9,8.089672,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,74.0,0,0,0,1
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0,0,0,1
1,0.001,1,60.0,0.0,60,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0,0,0,1
9,4.097392,1,255.0,0.0,255,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,143.0,0,0,0,1
3,5.169047,1,64.0,0.0,64,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0,0,0,1
2,5.169022,2,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,121.0,0,0,0,1
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
2,0.009849,1,58.0,0.0,58,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000122,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
400,1.104682,201,55.7375,9.525418297901673,58,1,1,0.0,0.4975,0.5025,0.4975,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
9,7.986113,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,74.0,0,0,0,1
3,4.607438,1,64.0,0.0,64,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0,0,0,1
2,4.607385,2,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,121.0,0,0,0,1
1,0.001,1,56.0,0.0,56,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.0,0,0,0,1
1,0.001,0,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
3,0.013761,1,247.0,0.0,247,1,1,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.012627,1,58.0,0.0,58,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000478,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000061,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0,0,0,1
1,0.001,1,59.0,0.0,59,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0,0,0,1
2,0.010489,1,58.0,0.0,58,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000205,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
9,7.988350,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,74.0,0,0,0,1
3,5.630735,1,64.0,0.0,64,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0,0,0,1
2,5.630802,2,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,121.0,0,0,0,1
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
1,0.001,0,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1,0.001,0,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1,0.001,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1,0.001,1,52.0,0.0,52,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
400,1.111592,201,56.0675,9.163948043829144,58,1,1,0.0,0.4975,0.0,0.4975,0.0,0.0,0.5025,0.0,0.0,0.0,0,0,1,0
400,1.102561,201,55.9025,9.335844565437023,56,1,1,0.0,0.4975,0.0,0.4975,0.0,0.0,0.5025,0.0,0.0,0.0,0,0,1,0
3,4.852898,1,64.0,0.0,64,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0,0,0,1
2,4.852750,2,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,121.0,0,0,0,1
9,7.987253,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,74.0,0,0,0,1
3,0.011337,1,247.0,0.0,247,1,1,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000742,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
2,0.012888,1,58.0,0.0,58,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000093,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.969566,1,255.0,0.0,255,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,110.0,0,0,0,1
3,0.976072,1,255.0,0.0,255,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,377.0,0,0,0,1
9,7.987268,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,74.0,0,0,0,1
4,4.018620,1,55.0,0.0,55,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
4,3.935910,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0,0,0,1
1,0.001,1,59.0,0.0,59,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0,0,0,1
2,0.017349,1,58.0,0.0,58,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000143,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3,4.605898,1,64.0,0.0,64,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0,0,0,1
2,4.605890,2,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,121.0,0,0,0,1
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
3,0.012574,1,247.0,0.0,247,1,1,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000640,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.017687,1,58.0,0.0,58,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000123,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.012371,1,58.0,0.0,58,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000072,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
9,7.988472,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,74.0,0,0,0,1
3,4.322499,1,64.0,0.0,64,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0,0,0,1
2,4.322425,2,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,121.0,0,0,0,1
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
1,0.001,1,64.0,0.0,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0,0,0,1
4,1.630505,1,55.0,0.0,55,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
4,1.556273,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3,0.000046,1,64.0,0.0,64,1,1,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,1,0
400,1.103753,201,56.4025,8.823859345547163,59,1,1,0.0,0.4975,0.0,0.4975,0.0,0.0,0.5025,0.0,0.0,0.0,0,0,1,0
400,1.111529,201,56.19,9.029058644177699,56,1,1,0.0,0.4975,0.0,0.4975,0.0,0.0,0.5025,0.0,0.0,0.0,0,0,1,0
58,57.242407,1,64.0,0.0,64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,74.0,0,0,0,1
8,47.562032,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
8,47.553034,1,55.0,0.0,55,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
12,54.272359,1,64.0,0.0,64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,50.0,0,0,0,1
12,54.272305,12,64.0,0.0,64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,121.0,0,0,0,1
8,39.944296,1,58.0,0.0,58,1,0,0.0,1.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0,0,1,0
6,39.933681,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3,16.174726,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,1,0
15,50.881423,2,58.0,0.0,58,1,0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0,1,0
12,50.870545,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3,16.072658,1,53.0,0.0,53,1,0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000001,1,56.0,0.0,56,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,0,0,0,1
1,0.001,0,64.0,0.0,64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
3,1.945607,1,255.0,0.0,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,126.66666666666667,0,0,0,1
7,2.045359,1,255.0,0.0,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,346.85714285714283,0,0,0,1
4,45.006781,1,64.0,0.0,64,1,0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
6,45.000555,1,52.0,0.0,52,1,0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1,0.001,1,59.0,0.0,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,0,0,0,1
4,25.104405,1,247.0,0.0,247,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
4,25.092583,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1,0.001,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1,0.001,1,120.0,0.0,120,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,0.000023,1,64.0,0.0,64,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,146.0,0,0,0,1
7,40.051894,1,58.0,0.0,58,1,0,0.0,1.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0,0,1,0
6,40.039311,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
13,50.781322,2,58.0,0.0,58,1,0,0.0,1.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0,0,1,0
12,50.769673,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
59,58.163547,1,64.0,0.0,64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,74.0,0,0,0,1
15,53.965346,1,64.0,0.0,64,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,50.0,0,0,0,1
12,53.965352,12,64.0,0.0,64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,121.0,0,0,0,1
3,18.615193,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3,18.530382,1,52.0,0.0,52,1,0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,1,0
29,41.314720,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.5172413793103449,0.0,0.0,0.0,0.0,0.0,0,0,1,0
30,41.307694,1,55.0,0.0,55,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2,27.002677,1,64.0,0.0,64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0,0,0,1
2,27.002160,1,59.0,0.0,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0,0,0,1
5,25.069199,1,247.0,0.0,247,1,0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0,1,0
4,25.057363,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
23,33.861633,1,64.0,0.0,64,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,315.9,0,0,0,1
41,33.787335,1,55.09756097560975,0.2967201234291814,55,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,604.5121951219512,0,0,0,1
1,0.001,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1,0.001,1,120.0,0.0,120,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
4,7.082541,1,64.0,0.0,64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,0,0,0,1
4,7.083401,4,64.0,0.0,64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,173.0,0,0,0,1
1,0.001,0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
34,0.082148,1,64.0,0.0,64,1,0,0.029411764705882353,0.9705882352941176,0.0,0.0,0.17647058823529413,0.0,0.0,0.030303030303030304,0.0,0.0,0,0,1,0
53,0.068221,1,52.0,0.0,52,1,0,0.018867924528301886,1.0,0.0,0.0,0.49056603773584906,0.0,0.0,0.018867924528301886,0.0,0.0,0,0,1,0
1,0.001,0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
17,58.325025,1,64.0,0.0,64,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,50.0,0,0,0,1
13,58.324992,13,64.0,0.0,64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,121.0,0,0,0,1
60,59.228813,1,64.0,0.0,64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,74.0,0,0,0,1
14,49.195817,2,58.0,0.0,58,1,0,0.0,1.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0,0,1,0
12,49.182835,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
8,3.788896,1,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,39.0,0,0,0,1
7,40.049634,1,58.0,0.0,58,1,0,0.0,1.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0,0,1,0
6,40.038750,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
6,4.314359,1,128.0,0.0,128,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50.0,0,0,0,1
4,40.345583,1,255.0,0.0,255,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,204.25,0,0,0,1
4,25.102433,1,247.0,0.0,247,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
4,25.089370,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
9,37.444984,1,64.0,0.0,64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,38.666666666666664,0,0,0,1
9,37.452264,9,64.0,0.0,64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,155.55555555555554,0,0,0,1
23,25.226298,1,64.0,0.0,64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,538.2173913043479,0,0,0,1
24,25.243907,1,60.0,0.0,60,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,332.4166666666667,0,0,0,1
1,0.001,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1,0.001,1,120.0,0.0,120,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
4,16.865758,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
4,16.860363,1,55.0,0.0,55,1,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3,7.860781,1,64.0,0.0,64,1,0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3,7.773860,1,52.0,0.0,52,1,0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,1,0
